site_code,pop_class,County,,Address,Full FIPS
223030,Suburban,Sacramento County,,"3945 Arderly Ct, Sacramento, CA, 95826",6067009112
202019,Rural,Sacramento County,,"8272 Berry Ave, Sacramento, CA, 95828",6067009201
204033,Suburban,Sacramento County,,"7340 Bradshaw Rd, Sacramento, CA, 95829",6067009201
213040,Suburban,Sacramento County,,"9895 Elder Creek Rd, Sacramento, CA, 95829",6067009201
222005,Suburban,Sacramento County,,"9387 Florin Rd, Sacramento, CA, 95829",6067009201
223007,Rural,Sacramento County,,"5820 Mayhew Rd, Sacramento, CA, 95827",6067009201
223020,Suburban,Sacramento County,,"5901 Alder Ave, Sacramento, CA, 95828",6067009201
224001,Suburban,Sacramento County,,"9091 Alder Ave, Sacramento, CA, 95829",6067009201
225007,Suburban,Sacramento County,,"9744 Oxform Ln, Sacramento, CA, 95829",6067009201
233000,Suburban,Sacramento County,,"7340 Bradshaw Rd, Sacramento, CA, 95829",6067009201
233013,Suburban,Sacramento County,,"9298 Elder Creek Rd, Sacramento, CA, 95829",6067009201
233034,Suburban,Sacramento County,,"9780 Elder Creek Rd, Sacramento, CA, 95829",6067009201
254036,Rural,Sacramento County,,"9727 Elder Creek Rd, Sacramento, CA, 95829",6067009201
133007,Suburban,Sacramento County,,"9000 Polhemus Dr, Elk Grove, CA, 95624",6067009307
204035,Suburban,Sacramento County,,"9420 Waterman Rd, Elk Grove, CA, 95624",6067009307
233012,Suburban,Sacramento County,,"9436 Ringe Cir, Elk Grove, CA, 95624",6067009307
233014,Suburban,Sacramento County,,"9265 Elk Grove Florin Rd, Elk Grove, CA, 95624",6067009307
233021,Suburban,Sacramento County,,"8924 2nd Ave, Elk Grove, CA, 95624",6067009307
242019,Suburban,Sacramento County,,"9350 Savin Pl, Elk Grove, CA, 95624",6067009307
245024,Rural,Sacramento County,,"8936 2nd Ave, Elk Grove, CA, 95624",6067009307
133006,Suburban,Sacramento County,,"8840 Sharkey Ave, Elk Grove, CA, 95624",6067009308
212020,Suburban,Sacramento County,,"9400 Feickert Dr, Elk Grove, CA, 95624",6067009308
233004,Suburban,Sacramento County,,"9292 Emerald Vista Dr, Elk Grove, CA, 95624",6067009308
233010,Suburban,Sacramento County,,"9252 Elk Grove Florin Rd, Elk Grove, CA, 95624",6067009308
233095,,Sacramento County,,"8868 Bond Rd, Elk Grove, CA, 95624",6067009308
233114,Suburban,Sacramento County,,"8830 Sharkey Ave, Elk Grove, CA, 95624",6067009308
211001,Rural,Sacramento County,,"9892 Vista Grande Way, Elk Grove, CA, 95624",6067009309
213047,Suburban,Sacramento County,,"8540 Elk Grove Blvd, Elk Grove, CA, 95624",6067009309
214052,Suburban,Sacramento County,,"9892 Vista Grande Way, Elk Grove, CA, 95624",6067009309
232013,Suburban,Sacramento County,,"8760 Elk Grove Blvd, Elk Grove, CA, 95624",6067009309
214016,Suburban,Sacramento County,,"9648 Kent St, Elk Grove, CA, 95624",6067009310
223045,Suburban,Sacramento County,,"8925 Mountain Home Ct, Elk Grove, CA, 95624",6067009310
233011,Suburban,Sacramento County,,"9190 Lark St, Elk Grove, CA, 95624",6067009310
233054,Suburban,Sacramento County,,"9478 Bar Du Ln, Sacramento, CA, 95829",6067009311
233056,Suburban,Sacramento County,,"8982 Napa Valley Way, Sacramento, CA, 95829",6067009311
223056,Suburban,Sacramento County,,"9069 Cobble Point Way, Sacramento, CA, 95829",6067009312
225006,Rural,Sacramento County,,"8229 Sandstone Sea Way, Sacramento, CA, 95829",6067009312
233032,Suburban,Sacramento County,,"8207 Dutcher Ct, Sacramento, CA, 95829",6067009312
233033,Suburban,Sacramento County,,"8078 Elnora Ct, Sacramento, CA, 95829",6067009312
204441,Urban,Sacramento County,,"9175 Elk Grove Florin Rd, Elk Grove, CA, 95624",6067009314
223063,Suburban,Sacramento County,,"8701 Elk Grove Florin Rd, Elk Grove, CA, 95624",6067009314
233059,Suburban,Sacramento County,,"9158 4 Seasons Dr, Elk Grove, CA, 95624",6067009314
233108,Urban,Sacramento County,,"8575 Elk Grove Florin Rd, Elk Grove, CA, 95624",6067009314
233117,Suburban,Sacramento County,,"9165 Elk Grove Florin Rd, Elk Grove, CA, 95624",6067009314
232022,Suburban,Sacramento County,,"8617 Prairiewoods Dr, Sacramento, CA, 95828",6067009316
233057,Suburban,Sacramento County,,"8735 Cord Way, Sacramento, CA, 95828",6067009317
204287,Urban,Sacramento County,,"8208 Summer Falls Cir, Sacramento, CA, 95828",6067009319
222019,Suburban,Sacramento County,,"8186 Oak Landing Ct, Sacramento, CA, 95828",6067009320
233058,Suburban,Sacramento County,,"8348 Keenan Ct, Sacramento, CA, 95828",6067009320
212011,Suburban,Sacramento County,,"8400 Trimmer Way, Sacramento, CA, 95828",6067009321
222063,,Sacramento County,,"8279 Gwinhurst Cir, Sacramento, CA, 95828",6067009321
233031,Suburban,Sacramento County,,"8225 Sonoma Hills Way, Sacramento, CA, 95828",6067009321
233083,,Sacramento County,,"8188 Marion Oaks Ct, Sacramento, CA, 95828",6067009321
233084,,Sacramento County,,"8189 Tasman Ct, Sacramento, CA, 95828",6067009321
205011,Suburban,Sacramento County,,"8653 Bond Rd, Elk Grove, CA, 95624",6067009323
233003,,Sacramento County,,"8558 Allister Way, Elk Grove, CA, 95624",6067009323
233045,Suburban,Sacramento County,,"8668 White Peacock Way, Elk Grove, CA, 95624",6067009323
233046,Suburban,Sacramento County,,"8893 Harlow Ct, Elk Grove, CA, 95624",6067009323
233102,Suburban,Sacramento County,,"8982 Springhurst Dr, Elk Grove, CA, 95624",6067009323
234002,Suburban,Sacramento County,,"8653 Bond Rd, Elk Grove, CA, 95624",6067009323
234000,Suburban,Sacramento County,,"9916 Silver Meadow Way, Sacramento, CA, 95829",6067009326
234004,Rural,Sacramento County,,"8191 Dierks Rd, Sacramento, CA, 95830",6067009326
235001,Rural,Sacramento County,,"8288 Andalusian Dr, Sacramento, CA, 95829",6067009326
213061,Suburban,Sacramento County,,"9758 Morganite Way, Elk Grove, CA, 95624",6067009328
214035,Suburban,Sacramento County,,"10133 Nebbiolo Ct, Elk Grove, CA, 95624",6067009328
245013,Rural,Sacramento County,,"9700 2 Harbors Dr, Elk Grove, CA, 95624",6067009328
233029,Suburban,Sacramento County,,"9322 Boscastle Way, Sacramento, CA, 95829",6067009329
214025,Suburban,Sacramento County,,"10226 Sorenstam Dr, Sacramento, CA, 95829",6067009330
224006,Suburban,Sacramento County,,"10224 Maginnes Ct, Sacramento, CA, 95829",6067009330
233067,Rural,Sacramento County,,"7726 Tigerwoods Dr, Sacramento, CA, 95829",6067009330
233008,Suburban,Sacramento County,,"9255 Crystal Falls Way, Elk Grove, CA, 95624",6067009331
222017,Suburban,Sacramento County,,"9020 Bader Rd, Elk Grove, CA, 95624",6067009332
245025,Rural,Sacramento County,,"8551 Bradshaw Rd, Elk Grove, CA, 95624",6067009332
233107,Urban,Sacramento County,,"8888 Silverberry Ave, Elk Grove, CA, 95624",6067009333
234021,Suburban,Sacramento County,,"8686 Calvine Rd, Sacramento, CA, 95828",6067009334
243013,Suburban,Sacramento County,,"8780 Shasta Lily Dr, Elk Grove, CA, 95624",6067009334
214051,Suburban,Sacramento County,,"8416 Newby Way, Elk Grove, CA, 95624",6067009335
233082,,Sacramento County,,"8425 Ardelle Way, Elk Grove, CA, 95624",6067009335
233086,,Sacramento County,,"8444 Chattan Way, Elk Grove, CA, 95624",6067009335
233087,,Sacramento County,,"8214 Adelbert Way, Elk Grove, CA, 95624",6067009335
233088,,Sacramento County,,"8525 McGray Way, Elk Grove, CA, 95624",6067009335
233089,,Sacramento County,,"8263 Wyandotte Ct, Elk Grove, CA, 95624",6067009335
202016,Suburban,Sacramento County,,"8697 Brahma Way, Elk Grove, CA, 95624",6067009336
203027,Suburban,Sacramento County,,"11041 Bradley Ranch Rd, Elk Grove, CA, 95624",6067009336
204028,Suburban,Sacramento County,,"10318 Menlo Oaks Ct, Elk Grove, CA, 95624",6067009336
212001,Suburban,Sacramento County,,"10651 E Stockton Blvd, Elk Grove, CA, 95624",6067009336
215018,Suburban,Sacramento County,,"9185 Grant Line Rd, Elk Grove, CA, 95624",6067009336
226005,Suburban,Sacramento County,,"10090 Van Ruiten Ln, Elk Grove, CA, 95624",6067009336
233112,Suburban,Sacramento County,,"10614 Sheldon Woods Way, Elk Grove, CA, 95624",6067009336
234007,Suburban,Sacramento County,,"9553 Titan Rd, Elk Grove, CA, 95624",6067009336
234011,Suburban,Sacramento County,,"8801 Bader Rd, Elk Grove, CA, 95624",6067009336
234015,Suburban,Sacramento County,,"10239 Donmar Ln, Elk Grove, CA, 95624",6067009336
234018,Suburban,Sacramento County,,"10269 Sheldon Rd, Elk Grove, CA, 95624",6067009336
244013,Rural,Sacramento County,,"8135 Sloughhouse Rd, Elk Grove, CA, 95624",6067009336
254035,Rural,Sacramento County,,"9585 Grant Line Rd, Elk Grove, CA, 95624",6067009336
261005,Rural,Sacramento County,,"10577 E Stockton Blvd, Elk Grove, CA, 95624",6067009336
203025,Rural,Sacramento County,,"11207 Walmort Rd, Wilton, CA, 95693",6067009403
204051,Suburban,Sacramento County,,"11090 Jeff Brian Ln, Wilton, CA, 95693",6067009403
214031,Suburban,Sacramento County,,"11598 Lacey Rd, Galt, CA, 95632",6067009403
223047,Suburban,Sacramento County,,"9620 Sherman Ln, Wilton, CA, 95693",6067009403
232008,Rural,Sacramento County,,"10319 Davis Rd, Wilton, CA, 95693",6067009403
232014,Rural,Sacramento County,,"10680 Arno Rd, Galt, CA, 95632",6067009403
234005,Rural,Sacramento County,,"10166 Badger Creek Ln, Wilton, CA, 95693",6067009403
235019,Rural,Sacramento County,,"11361 Conley Rd, Galt, CA, 95632",6067009403
243004,Rural,Sacramento County,,"10355 Twin Cities Rd, Galt, CA, 95632",6067009403
244001,Rural,Sacramento County,,"11540 Arno Rd, Galt, CA, 95632",6067009403
244006,Rural,Sacramento County,,"10250 Davis Rd, Wilton, CA, 95693",6067009403
244010,Rural,Sacramento County,,"10760 Gay Rd, Wilton, CA, 95693",6067009403
244011,Rural,Sacramento County,,"10583 Freeman Rd, Wilton, CA, 95693",6067009403
244012,Rural,Sacramento County,,"10314 Dillard Rd, Wilton, CA, 95693",6067009403
245025,Rural,Sacramento County,,"11365 Haggie Rd, Wilton, CA, 95693",6067009403
255002,Rural,Sacramento County,,"10393 Twin Cities Rd, Galt, CA, 95632",6067009403
255008,Rural,Sacramento County,,"11480 Riley Rd, Wilton, CA, 95693",6067009403
201006,Rural,Sacramento County,,"9803 Tavernor Rd, Wilton, CA, 95693",6067009404
201009,Rural,Sacramento County,,"12198 Alta Mesa Rd, Galt, CA, 95632",6067009404
203036,Rural,Sacramento County,,"9241 Katena Ln, Wilton, CA, 95693",6067009404
204036,Suburban,Sacramento County,,"12218 Keating Rd, Wilton, CA, 95693",6067009404
205029,Suburban,Sacramento County,,"12724 Quince Ln, Wilton, CA, 95693",6067009404
212013,Rural,Sacramento County,,"10898 Alta Mesa East Rd, Wilton, CA, 95693",6067009404
212028,Suburban,Sacramento County,,"12480 Blake Rd, Wilton, CA, 95693",6067009404
212033,Rural,Sacramento County,,"11011 Cecatra Dr, Wilton, CA, 95693",6067009404
213028,Suburban,Sacramento County,,"11137 Alta Mesa East Rd, Wilton, CA, 95693",6067009404
213036,Suburban,Sacramento County,,"12653 Apricot Ln, Wilton, CA, 95693",6067009404
222015,Suburban,Sacramento County,,"10980 Badger Woods Ln, Wilton, CA, 95693",6067009404
222022,Suburban,Sacramento County,,"12025 Rising Rd, Wilton, CA, 95693",6067009404
223034,Suburban,Sacramento County,,"13059 Cherry Rd, Wilton, CA, 95693",6067009404
223048,Suburban,Sacramento County,,"8733 Early Times Ln, Wilton, CA, 95693",6067009404
224003,Suburban,Sacramento County,,"11900 Conley Rd, Galt, CA, 95632",6067009404
225005,Rural,Sacramento County,,"12565 Lee School Rd, Wilton, CA, 95693",6067009404
232012,Suburban,Sacramento County,,"11375 Green Rd, Wilton, CA, 95693",6067009404
233023,Suburban,Sacramento County,,"9050 Tavernor Rd, Wilton, CA, 95693",6067009404
233068,Suburban,Sacramento County,,"11744 Blake Rd, Wilton, CA, 95693",6067009404
234003,Rural,Sacramento County,,"12075 Rising Rd, Wilton, CA, 95693",6067009404
234016,Rural,Sacramento County,,"12234 Welch Rd, Wilton, CA, 95693",6067009404
234019,Rural,Sacramento County,,"12490 Blake Rd, Wilton, CA, 95693",6067009404
235002,Rural,Sacramento County,,"10072 Clay Station Rd, Wilton, CA, 95693",6067009404
235003,Rural,Sacramento County,,"12582 Lee School Cross Rd, Wilton, CA, 95693",6067009404
235004,Rural,Sacramento County,,"9153 Meadow Ln, Wilton, CA, 95693",6067009404
235005,Rural,Sacramento County,,"9209 Dillard Rd, Wilton, CA, 95693",6067009404
235006,Rural,Sacramento County,,"12049 Peach Ln, Wilton, CA, 95693",6067009404
235007,Rural,Sacramento County,,"12354 Plum Ln, Wilton, CA, 95693",6067009404
235012,Rural,Sacramento County,,"12860 Schoeffler Rd, Wilton, CA, 95693",6067009404
235017,Rural,Sacramento County,,"12680 Fig Rd, Wilton, CA, 95693",6067009404
235018,Rural,Sacramento County,,"12290 Rising Rd, Wilton, CA, 95693",6067009404
242017,,Sacramento County,,"12031 Hobday Rd, Wilton, CA, 95693",6067009404
243015,Rural,Sacramento County,,"10315 Maggy Rd, Wilton, CA, 95693",6067009404
243021,Suburban,Sacramento County,,"10550 Tavernor Rd, Wilton, CA, 95693",6067009404
243024,Rural,Sacramento County,,"10500 Tavernor Rd, Wilton, CA, 95693",6067009404
243041,Suburban,Sacramento County,,"11110 Alta Mesa Rd, Wilton, CA, 95693",6067009404
244002,Rural,Sacramento County,,"10196 Tavernor Rd, Wilton, CA, 95693",6067009404
244007,Rural,Sacramento County,,"11690 Walmort Rd, Wilton, CA, 95693",6067009404
245001,Rural,Sacramento County,,"10257 Maggy Rd, Wilton, CA, 95693",6067009404
245003,Rural,Sacramento County,,"10256 Alta Mesa Rd, Wilton, CA, 95693",6067009404
245007,Rural,Sacramento County,,"11269 Alta Mesa East Rd, Wilton, CA, 95693",6067009404
245017,Rural,Sacramento County,,"9360 Magos Rd, Wilton, CA, 95693",6067009404
245023,Rural,Sacramento County,,"12480 Blake Rd, Wilton, CA, 95693",6067009404
245024,Rural,Sacramento County,,"12490 Blake Rd, Wilton, CA, 95693",6067009404
245037,,Sacramento County,,"11950 Woods Rd, Wilton, CA, 95693",6067009404
254005,Rural,Sacramento County,,"9717 Colony Rd, Wilton, CA, 95693",6067009404
254029,Rural,Sacramento County,,"13059 Momtoma Ln, Wilton, CA, 95693",6067009404
255002,Rural,Sacramento County,,"12198 Alta Mesa Rd, Galt, CA, 95632",6067009404
261019,Rural,Sacramento County,,"12445 La Vida Ln, Wilton, CA, 95693",6067009404
215013,Suburban,Sacramento County,,"13045 Alabama Rd, Galt, CA, 95632",6067009406
222053,Suburban,Sacramento County,,"12322 Kirkwood St, Herald, CA, 95638",6067009406
226010,Rural,Sacramento County,,"13661 Bennett Rd, Herald, CA, 95638",6067009406
233061,Suburban,Sacramento County,,"11962 Giusti Rd, Herald, CA, 95638",6067009406
233106,Urban,Sacramento County,,"11915 Kirkwood St, Herald, CA, 95638",6067009406
235009,Rural,Sacramento County,,"12066 Borden Rd, Herald, CA, 95638",6067009406
235022,Rural,Sacramento County,,"13665 Borden Rd, Herald, CA, 95638",6067009406
243042,Rural,Sacramento County,,"13294 Alabama Rd, Galt, CA, 95632",6067009406
244005,Rural,Sacramento County,,"13929 Alta Mesa Rd, Galt, CA, 95632",6067009406
244009,Rural,Sacramento County,,"13045 Alabama Rd, Galt, CA, 95632",6067009406
245004,Rural,Sacramento County,,"11991 Simmerhorn Rd, Galt, CA, 95632",6067009406
245009,Rural,Sacramento County,,"11721 McKinley Ave, Herald, CA, 95638",6067009406
245011,Rural,Sacramento County,,"11727 Clay Station Rd, Herald, CA, 95638",6067009406
245022,Rural,Sacramento County,,"13626 Bennett Rd, Herald, CA, 95638",6067009406
245028,Rural,Sacramento County,,"11871 McKinley Ave, Herald, CA, 95638",6067009406
245029,Rural,Sacramento County,,"13535 Beskeen Rd, Herald, CA, 95638",6067009406
245030,Rural,Sacramento County,,"14023 Beskeen Rd, Herald, CA, 95638",6067009406
245031,Rural,Sacramento County,,"11669 Kirkwood St, Herald, CA, 95638",6067009406
245033,Rural,Sacramento County,,"11737 Giusti Rd, Herald, CA, 95638",6067009406
245034,Rural,Sacramento County,,"13645 Clay Meadows Ln, Herald, CA, 95638",6067009406
252008,Rural,Sacramento County,,"11720 Simmerhorn Rd, Galt, CA, 95632",6067009406
253004,Rural,Sacramento County,,"12680 Simmerhorn Rd, Galt, CA, 95632",6067009406
253017,Rural,Sacramento County,,"12905 Borden Rd, Herald, CA, 95638",6067009406
254003,Rural,Sacramento County,,"11764 Kirkwood St, Herald, CA, 95638",6067009406
254006,Rural,Sacramento County,,"12271 Borden Rd, Herald, CA, 95638",6067009406
254017,Rural,Sacramento County,,"12731 Clay Station Rd, Herald, CA, 95638",6067009406
254032,Rural,Sacramento County,,"14030 Clay East Rd, Herald, CA, 95638",6067009406
255001,Rural,Sacramento County,,"12244 Borden Rd, Herald, CA, 95638",6067009406
255006,Rural,Sacramento County,,"13170 Purvis Rd, Herald, CA, 95638",6067009406
255014,Rural,Sacramento County,,"12415 Clay Station Rd, Herald, CA, 95638",6067009406
255015,Rural,Sacramento County,,"12556 Sharon Bee Ln, Herald, CA, 95638",6067009406
255016,Rural,Sacramento County,,"13469 Bennett Rd, Herald, CA, 95638",6067009406
255017,Rural,Sacramento County,,"13660 Montfort Ave, Herald, CA, 95638",6067009406
255018,Rural,Sacramento County,,"14030 Clay East Rd, Herald, CA, 95638",6067009406
255019,Rural,Sacramento County,,"12088 Clay Station Rd, Herald, CA, 95638",6067009406
255020,Rural,Sacramento County,,"11619 Clay Station Rd, Herald, CA, 95638",6067009406
270003,Rural,Sacramento County,,"12280 Borden Rd, Herald, CA, 95638",6067009406
271005,Rural,Sacramento County,,"12731 Clay Station Rd, Herald, CA, 95638",6067009406
202003,Rural,Sacramento County,,"11014 Boessow Rd, Galt, CA, 95632",6067009408
203009,Suburban,Sacramento County,,"1138 Paddington Cir, Galt, CA, 95632",6067009408
226012,Rural,Sacramento County,,"13780 Cherokee Ln, Galt, CA, 95632",6067009408
234024,Rural,Sacramento County,,"11533 Quiggle Rd, Galt, CA, 95632",6067009408
243010,Suburban,Sacramento County,,"13020 West Ln, Herald, CA, 95638",6067009408
254007,Rural,Sacramento County,,"13500 Marengo Rd, Galt, CA, 95632",6067009408
254014,Suburban,Sacramento County,,"511 Crystal Way, Galt, CA, 95632",6067009408
234009,Suburban,Sacramento County,,"1245 Dawnwood Dr, Galt, CA, 95632",6067009409
242002,Rural,Sacramento County,,"12945 Marengo Rd, Galt, CA, 95632",6067009409
245012,Rural,Sacramento County,,"12897 Cherokee Ln, Galt, CA, 95632",6067009409
254018,Rural,Sacramento County,,"1245 Dawnwood Dr, Galt, CA, 95632",6067009409
254020,Suburban,Sacramento County,,"1078 Beeler Way, Galt, CA, 95632",6067009409
254021,Suburban,Sacramento County,,"1199 Park Terrace Dr, Galt, CA, 95632",6067009409
254011,Suburban,Sacramento County,,"675 Kerry Ct, Galt, CA, 95632",6067009410
254012,Suburban,Sacramento County,,"790 Alta Vista Ct, Galt, CA, 95632",6067009410
254015,Rural,Sacramento County,,"905 Ayers Ln, Galt, CA, 95632",6067009410
254019,Suburban,Sacramento County,,"1062 Golden Heights Dr, Galt, CA, 95632",6067009410
234006,Suburban,Sacramento County,,"9555 Robson Rd, Galt, CA, 95632",6067009501
243023,Rural,Sacramento County,,"8634 Orr Rd, Galt, CA, 95632",6067009501
253014,Rural,Sacramento County,,"8425 New Hope Rd, Galt, CA, 95632",6067009501
254024,Rural,Sacramento County,,"625 2nd St, Galt, CA, 95632",6067009501
202006,Suburban,Sacramento County,,"320 2nd St, Galt, CA, 95632",6067009502
213023,Suburban,Sacramento County,,"248 W C St, Galt, CA, 95632",6067009502
222001,Suburban,Sacramento County,,"13611 Christensen Rd, Galt, CA, 95632",6067009502
222056,Suburban,Sacramento County,,"105 Silver Willow Ct, Galt, CA, 95632",6067009502
223001,Suburban,Sacramento County,,"116 C St, Galt, CA, 95632",6067009502
254004,Rural,Sacramento County,,"9767 Pringle Ave, Galt, CA, 95632",6067009502
255004,Rural,Sacramento County,,"9878 Bauer Ave, Galt, CA, 95632",6067009502
261021,Rural,Sacramento County,,"13115 Midway Ave, Galt, CA, 95632",6067009502
213058,Suburban,Sacramento County,,"1080 N Lincoln Way, Galt, CA, 95632",6067009503
245039,Rural,Sacramento County,,"13050 W Stockton Blvd, Galt, CA, 95632",6067009503
252003,Rural,Sacramento County,,"624 Simons St, Galt, CA, 95632",6067009503
201010,Rural,Sacramento County,,"1000 Caroline Ave, Galt, CA, 95632",6067009504
232025,Suburban,Sacramento County,,"315 Maple St, Galt, CA, 95632",6067009504
243031,,Sacramento County,,"450 Fairway Dr, Galt, CA, 95632",6067009504
232024,Suburban,Sacramento County,,"7860 Burlington Way, Sacramento, CA, 95832",6067009601
233018,Suburban,Sacramento County,,"4380 Ardwell Way, Sacramento, CA, 95823",6067009601
233006,Suburban,Sacramento County,,"5 Chloe Ct, Elk Grove, CA, 95758",6067009608
235016,Rural,Sacramento County,,"8401 Center Pkwy, Sacramento, CA, 95823",6067009608
241001,Suburban,Sacramento County,,"8099 Shasta Ave, Elk Grove, CA, 95758",6067009608
243002,Rural,Sacramento County,,"8712 Bluefield Way, Sacramento, CA, 95823",6067009608
233005,Suburban,Sacramento County,,"5940 Winterham Way, Sacramento, CA, 95823",6067009609
233109,Urban,Sacramento County,,"6251 Jacinto Ave, Sacramento, CA, 95823",6067009609
222064,Suburban,Sacramento County,,"9504 Snowy Springs Cir, Elk Grove, CA, 95758",6067009611
233002,Suburban,Sacramento County,,"8301 St Simons Ct, Elk Grove, CA, 95758",6067009611
260001,Suburban,Sacramento County,,"9440 Mereoak Cir, Elk Grove, CA, 95758",6067009611
233042,Urban,Sacramento County,,"5441 Francesca St, Elk Grove, CA, 95758",6067009614
233043,Urban,Sacramento County,,"6201 Brockenhurst Dr, Elk Grove, CA, 95758",6067009614
233113,Suburban,Sacramento County,,"5627 Anchor Bay Way, Elk Grove, CA, 95758",6067009614
236001,Rural,Sacramento County,,"8695 Franklin Blvd, Sacramento, CA, 95823",6067009614
245015,Rural,Sacramento County,,"8572 Edgeware Way, Elk Grove, CA, 95758",6067009614
232010,Suburban,Sacramento County,,"6808 Kilconnell Dr, Elk Grove, CA, 95758",6067009616
232019,Suburban,Sacramento County,,"7233 Seasons Dr, Elk Grove, CA, 95758",6067009616
233039,Suburban,Sacramento County,,"5803 Laguna Park Dr, Elk Grove, CA, 95758",6067009616
233092,,Sacramento County,,"6709 Thaddeus Ct, Elk Grove, CA, 95758",6067009616
233093,,Sacramento County,,"6745 Koster Way, Elk Grove, CA, 95758",6067009616
233094,,Sacramento County,,"6527 Lennox Way, Elk Grove, CA, 95758",6067009616
233098,,Sacramento County,,"5825 Laguna Trail Way, Elk Grove, CA, 95758",6067009616
233099,,Sacramento County,,"6143 Laguna Villa Way, Elk Grove, CA, 95758",6067009616
233100,,Sacramento County,,"6044 Laguna Villa Way, Elk Grove, CA, 95758",6067009616
222065,Suburban,Sacramento County,,"9317 Edensbury Ct, Elk Grove, CA, 95758",6067009617
223035,Suburban,Sacramento County,,"9595 Franklin Blvd, Elk Grove, CA, 95758",6067009617
233096,,Sacramento County,,"5401 Ravine Creek Way, Elk Grove, CA, 95758",6067009617
233097,,Sacramento County,,"5716 Laguna Park Dr, Elk Grove, CA, 95758",6067009617
202016,Rural,Sacramento County,,"2216 Kausen Dr, Elk Grove, CA, 95758",6067009618
203041,Suburban,Sacramento County,,"8760 Franklin Blvd, Sacramento, CA, 95823",6067009618
224010,Suburban,Sacramento County,,"4317 Elliot Ranch Rd, Elk Grove, CA, 95758",6067009618
233015,Suburban,Sacramento County,,"8541 Laguna Station Rd, Elk Grove, CA, 95758",6067009618
243025,Suburban,Sacramento County,,"9240 Edisto Way, Elk Grove, CA, 95758",6067009618
214045,Suburban,Sacramento County,,"3433 Heron Lake Ln, Elk Grove, CA, 95758",6067009622
222012,Suburban,Sacramento County,,"9404 Castleview Dr, Elk Grove, CA, 95758",6067009622
232001,Suburban,Sacramento County,,"2354 Maritime Dr, Elk Grove, CA, 95758",6067009622
243011,Suburban,Sacramento County,,"9827 Tarzo Way, Elk Grove, CA, 95757",6067009632
204037,Suburban,Sacramento County,,"4109 Hood Franklin Rd, Elk Grove, CA, 95757",6067009635
223058,Suburban,Sacramento County,,"10270 E Taron Dr, Elk Grove, CA, 95757",6067009635
243029,Suburban,Sacramento County,,"9937 W Taron Dr, Elk Grove, CA, 95757",6067009635
205015,Suburban,Sacramento County,,"8910 W Stockton Blvd, Elk Grove, CA, 95758",6067009639
214038,Suburban,Sacramento County,,"9201 Big Horn Blvd, Elk Grove, CA, 95758",6067009639
232009,Rural,Sacramento County,,"8277 Wooded Brook Dr, Elk Grove, CA, 95758",6067009639
233040,Suburban,Sacramento County,,"8100 Laguna Brook Way, Elk Grove, CA, 95758",6067009639
233047,Suburban,Sacramento County,,"9146 Bungalow Way, Elk Grove, CA, 95758",6067009639
233048,Suburban,Sacramento County,,"8261 Lake Willow Way, Elk Grove, CA, 95758",6067009639
261012,Rural,Sacramento County,,"8875 Lewis Stein Rd, Elk Grove, CA, 95758",6067009639
225003,Suburban,Sacramento County,,"6757 Bodine Cir, Sacramento, CA, 95823",6067009641
215017,Suburban,Sacramento County,,"5301 Misty Meadow Way, Elk Grove, CA, 95758",6067009643
233053,Suburban,Sacramento County,,"5116 Tegan Rd, Elk Grove, CA, 95758",6067009643
233066,Suburban,Sacramento County,,"9126 Brienne Way, Elk Grove, CA, 95758",6067009643
233072,Suburban,Sacramento County,,"6119 Pickford Pl, Elk Grove, CA, 95758",6067009643
233110,Suburban,Sacramento County,,"6309 Alpinespring Way, Elk Grove, CA, 95758",6067009643
233111,Suburban,Sacramento County,,"5716 Elk Spring Way, Elk Grove, CA, 95758",6067009643
243046,Suburban,Sacramento County,,"9245 Laguna Springs Dr, Elk Grove, CA, 95758",6067009643
245016,Rural,Sacramento County,,"5619 Adobe Spring Way, Elk Grove, CA, 95758",6067009643
232011,Suburban,Sacramento County,,"3020 Renwick Ave, Elk Grove, CA, 95758",6067009644
232021,Suburban,Sacramento County,,"9298 Yorkship Ct, Elk Grove, CA, 95758",6067009644
233118,Suburban,Sacramento County,,"9285 Bay Head Ct, Elk Grove, CA, 95758",6067009644
232031,Suburban,Sacramento County,,"1913 Yarnell Way, Elk Grove, CA, 95758",6067009645
232032,Suburban,Sacramento County,,"9373 La Tonis Way, Elk Grove, CA, 95758",6067009645
244014,Suburban,Sacramento County,,"9413 Canmoor Cir, Elk Grove, CA, 95758",6067009645
261016,Rural,Sacramento County,,"1736 Bastona Dr, Elk Grove, CA, 95758",6067009645
233105,Urban,Sacramento County,,"10211 Bolo Ct, Elk Grove, CA, 95757",6067009646
243014,Suburban,Sacramento County,,"10214 Amyjan Ct, Elk Grove, CA, 95757",6067009646
243040,Suburban,Sacramento County,,"10354 Stathos Dr, Elk Grove, CA, 95757",6067009646
243044,Suburban,Sacramento County,,"5331 Coconut Tree Ct, Elk Grove, CA, 95757",6067009647
233019,Suburban,Sacramento County,,"5518 Foxview Way, Elk Grove, CA, 95757",6067009648
233022,Suburban,Sacramento County,,"9677 Country Falls Ln, Elk Grove, CA, 95757",6067009648
243045,Suburban,Sacramento County,,"9952 Trapani Way, Elk Grove, CA, 95757",6067009648
